,Unnamed: 0.1,Unnamed: 0,neighborhood,city,street,description,area,rooms,parking,bathrooms,lat,lon
426,6,6,Parque Residencial Flamboyant, São José dos Campos,,"Lançamento LIFE SÃO JOSÉ (FOTOS DO DECORADO) Apartamento com 02 dormitórios sendo 01 suíte, sala com sacada, cozinha e banheiro social, 01 vaga de garagem,
Área de lazer completa, Churrasqueira, Espaço Gourmet, Pet, Agility, Piscina, Piscina Infantil, Playground, Praça Esportes.
Projeto pensado totalmente no conforto, segurança, praticidade e qualidade de vida dos moradores. Infraestrutura completa, com materiais avançados e tecnológicos para proporcionar dias cada vez melhores.

O empreendimento fica localizado no bairro Flamboyant, com fácil acesso à Rodovia Dutra e principais pontos da cidade. Localizado na região Sudeste de São José dos Campos, no bairro Flamboyant, o Unique São José tem fácil acesso a shoppings, centros comerciais e à Dutra.

Possui área de lazer completa, suíte, vagas numeradas e muito mais. Entre em contato para obter informações sobre o breve lançamento.
Obras já iniciadas. Entrega em Abril de 2026 -",52,2,1,1,,
427,7,7,Conjunto Residencial Trinta e Um de Março, São José dos Campos,Rua José Cobra,"Apartamento - Conjunto Trinta e Um de Março 90m² 3 Dormitórios.

Conheça as características deste lindo apartamento.

- 3 Dormitórios, sendo uma suíte
- Sala
- Cozinha
- 2 Banheiros
- Área de serviços
- 1 Vaga de garagem coberta

Diferenciais Exclusivos:

- Sacada com cortina de vidro
- Área de serviços com planejados
- Banheiro planejado com blindex
- Sala de três ambientes
- Cozinha com bancada de granito
- Vista livre
- Linha verde passa próximo
- No valor do condomínio, já incluso água e gás
- Ponto de ônibus, em frente ao prédio
- Pintura nova
- Elevador

Lazer no Condomínio:

- Salão de festas

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?
REF: AR 52315
ANDERSON ROSA
CRECI 281854
(12)988...7276...98",90,3,1,2,-23.2502173,-45.9170663
428,8,8,Centro, São José dos Campos,Rua Major Antônio Domingues,"RA Amil Venda Apartamento , Ed. San Giovanni, 2 Dormitórios, 1 Suíte, , 55m², Varanda, Centro

Características do Imóvel:

Sala:
*Ampla com 2 ambientes

Sacada:
*Varanda

Cozinha:
*Americana com armários

Área de Serviço

Dormitórios:
*2 Dorms com 1 Suíte, box blindex e armário

Banheiros:
*1 Social com box blindex

Vagas:
*1 Gaveta

Lazer:

*Condomínio fechado
*Elevador
*Permitido animais
*Portaria
*Segurança 24h

Agende sua visita !

Referência do Imóvel:
CRECI 40046J

*Anúncio sujeito a Alteração sem aviso Prévio do seu Proprietário no que diz Respeito ao Preço e Disponibilidade, na Data da consulta pelo Interessado.",55,2,1,2,-23.1911762,-45.890048
429,9,9,Vila Maria, São José dos Campos,Rua São Pedro,"Apartamento com 2 dormitórios à venda, 64 m² por R$ 320.000 - Vila Maria - São José dos Campos/SP

Desfrute de conforto e praticidade neste encantador apartamento localizado na Vila Maria, uma das áreas mais desejadas de São José dos Campos, São Paulo. Com 64 m² de área bem distribuída, este apartamento oferece o equilíbrio perfeito entre espaço e comodidade.

Características:
- 64,39m
- 2 Dormitórios
- Sala de estar
- Cozinha
- 1 Banheiro
- Área de serviço
- 2 vagas de garagem cobertas
- Salão de festas
- 2 sacadas
- Portaria 24h
- Documento ok

Seja para vender, alugar ou adquirir um imóvel procure a Exclusive Icasa.

A Icasa atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região.

** Copyright © Exclusive iCasa. Todos os direitos reservados. Proibido o uso de imagens ou informações sem autorização prévia. -",64,2,2,1,-23.1761487,-45.8788448
430,10,10,Vila Industrial, São José dos Campos,Rua Doutor Jamil Cury,"Apartamento - Vila Industrial - Residencial Rossi Montês - 2 Dormitórios - 65m².

O Residencial Rossi Montês está localizado no Vila Industrial, possui fácil acesso às principais vias da cidade.

Conheça um pouco mais das características deste lindo apartamento:

- 65m²
- 2 Dormitórios sendo uma suíte
- Sala
- Cozinha
- 2 Banheiros
- Área de serviços
- 1 Vaga de garagem

Diferencial Exclusivos:

- Sacada
- Elevador
- Bicicletário
- Portaria 24h

Lazer no Condomínio:

- Churrasqueira
- Salão de jogos
- Fitness
- Playground
- Brinquedoteca
- Piscina
- Salão de festas adulto
- Salão de festas infantil
- Piscina com raia
- Quadra
- Poliesportiva
- Equipamentos de ginastica
- Espaço gourmet externo

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis na Vila Industrial, Motorama, Jardim São Vicente, Campos de São José, Jardim Mariana, SetVille, SetParque, casas e apartamentos próximos a mercados, farmácias, escolas, além de pontos comerciais localizados na Zona Leste.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 66316 atualizado em 10/08.",65,2,1,2,,
431,11,11,Cidade Morumbi, São José dos Campos,Rua Luiz Antônio de Castro,"Spazio Campo Colorato. Cidade Morumbi, São José dos Campos. Condomínio localizado no Cidade Morumbi conta com imóveis de até 2 dormitórios, churrasqueira lazer segurança e muito mais venha visitar !!! 
 Enviado por Top Imóveis SJC ]]>",45,2,1,1,-23.2434773,-45.9058528
432,12,12,Jardim Satélite, São José dos Campos,Rua Polar,"Apartamento - Jardim Satélite - Residencial Isabela - 2 Dormitórios - 62m².

O Residencial Isabela está localizado no Jardim Satélite, possui fácil acesso às principais vias da cidade.

Conheça as características deste lindo apartamento:

- 62m²
- 2 Dormitórios sendo uma suíte
- Sala dois ambientes
- Cozinha
- 2 Banheiros
- Área de Serviços
- 2 Vagas de garagem

Diferenciais Exclusivos:

- Dormitórios com armários planejados
- Banheiros com box blindex e gabinetes
- Cozinha com armários
- Piso porcelanato
- Portaria 24h
- Elevador

Lazer no Condomínio:

- Salão festas
- Churrasqueira
- Piscinas

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Cidade Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 58558 atualizado em 10/08.",62,2,2,2,-23.2202195,-45.8937188
433,13,13,Jardim Satélite, São José dos Campos,Avenida Cidade Jardim,"Apartamento - Jardim Satélite - Residencial Floradas de São José - 105m² - 3 Dormitórios - Aceita Permuta.

O Residencial Floradas de São José está localizado no Jardim Satélite, possui fácil acesso as principais vias da cidade.

Conheça as características deste lindo apartamento.

- 105m²
- 3 Dormitórios sendo uma suíte
- Sala
- Cozinha
- 2 Banheiros
- Área de serviços
- 2 Vagas de garagem

Diferenciais Exclusivos:

- Sacada gourmet
- 20 vagas para visitante

Área de lazer:

- Hall Decorado
- Fitness equipado
- Playground
- Salões de festas
- Quadras
- Piscinas adulto e infantil
- Salão para jogos
- Espaço para brinquedoteca
- Churrasqueira gourmet com forno de pizza

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?",105,3,2,2,-23.2629313,-45.8910605
434,14,14,Jardim Veneza, São José dos Campos,Rua Penedo,"Apartamento - Jardim Veneza - Residencial Portal do Parque - 80m² - 3 Dormitórios sendo 1 suíte.

O Residencial Portal do Parque está localizado no Jardim Veneza, possui fácil acesso as principais vias da cidade.

Conheça as características deste lindo apartamento.

- 80m²
- 2 Dormitórios sendo uma suíte
- Sala estendida
- Cozinha
- 2 Banheiros
- Área de serviços
- 2 vagas de garagem

Lazer no Condomínio:

- Salão de festas adulto e infantil
- Salão de jogos
- Brinquedoteca
- Fitness
- Piscina com raia
- Piscina adulto e infantil
- Gazebo gourmet com churrasqueira 
- Forno para pizza
- Gazebo gourmet dos esportes
- Recanto com lareira
- Quadra recreativa
- Hiper play
- Bicicletário 
- Sala de administração

Diferenciais Exclusivos:

- Varanda
- Planejados em todo apartamento
- Andar Alto.

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim Republica, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 29565 atualizado em 10/08.",80,2,2,2,-23.2430956,-45.9076492
435,0,0,Jardim Satélite, São José dos Campos,Rua Léa Maria Brandão Russo,"Apartamento no CORAÇÃO da ZONA SUL á Venda, 3 Dormitórios -78m² -Jardim Satélite - SJC ! EXCELENTE para MORADIA OU INVESTIMENTO!


Imagina aquele lugar Exclusivo, com uma Vista maravilhosa e próximo de várias praças do Jardim Satélite, próximo ao VALE SUL SHOPPING.

É isso que você vai encontrar nesse belíssimo apartamento, Sacada com VISTA MARAVILHOSA, onde você poderá desfrutar de momentos de Descanso e Privacidade!

Localização PRIVILEGIADA , com toda infraestrutura, perto de tudo, no Jardim Satélite, próximo ao Vale Sul Shopping, Padaria Pingo de Ouro, supermercados, farmácias, escolas, comércios e serviços diversos e de fácil acesso a Rodovia Dutra e principais vias da cidade.


Conheça um pouco mais dessa SUPER OPORTUNIDADE de Apartamento:

- Localização privilegiada
- 78m² De muito bom gosto e requinte
- 3 Dormitórios sendo 1 Suíte com planejados
- Sala com 2 ambientes
- Ar condicionado
- Sacada com Vista Livre
- Tela de proteção
- Planejado em todos os ambientes
- Cozinha toda planejada
- Área de serviço
- Lustres diferenciados
- 2 Vagas de garagem coberta
- Banheiros com boxe gabinete
- Condomínio com sistema de segurança monitorado por câmeras, portaria 24 horas, elevador, permitido animais e salão de festa.


ABAIXO DO MERCADO!


Venha morar no bairro que tem tudo, agende agora mesmo uma visita COMIGO!



Lúcia Lima Negócios
CRECI 124942-F
 -",78,3,2,2,-23.2324573,-45.8781391
436,1,1,Altos do Esplanada, São José dos Campos,Rua Professor Duilio Panziera,"Apartamento com 3 suítes à venda - Jr Aquarius - SJCampos/SP
Andar Alto e Vista Livre!

Excelente Apartamento com 115 m2!
EXCLUSIVIDADE!!

Oportunidade no coração do Jardim Aquarius!

115m² | 3 suítes | Sala em dois ambientes | Lavabo I 2 Vagas I Hobby Box | Planejados | Andar Alto | Vista livre | Sol da manhã

Você que busca uma localização privilegiada no Jardim Aquarius, sendo hoje um dos bairros mais procurados de São José dos Campos, pois conta com uma infraestrutura completa, com uma variedade de restaurantes, comércios, supermercados e muito lazer e comodidade!
Inclusive um dos pontos principais desse bairro é a Ótima praça Ulisses Guimarães para a prática de exercícios físicos e passeios ao ar livre. Perfeito para quem busca conforto e comodidade.

Agende uma consultoria com especialistas de alto padrão que irão entender as suas necessidades e proporcionarão o melhor negócio para você e sua família, ajudando-o a encontrar o imóvel ideal e de acordo com a sua preferência!

Venda exclusiva i9vale, imóveis de luxo em SJCampos e região, especializada em entender todas as suas necessidades! -",114,3,3,4,,
437,2,2,Jardim das Colinas, São José dos Campos,Avenida Doutor Eduardo Cury,"Apartamento - Residencial Colinas do Parahyba - Jardim das Colinas - 2 Dormitórios - 61,50m².

O Residencial Colinas do Parahyba está localizado no Jardim das Colinas, possui fácil acesso às principais vias da cidade.

Conheça as características deste apartamento:

- 61,50m²
- 2 Dormitórios sendo uma suíte
- Sala
- Cozinha
- 2 Banheiros
- Área de serviços
- 1 Vaga de garagem coberta 

Diferenciais Exclusivos:

- Cozinha com porta camarão
- Armários de cozinha
- Guarda roupa em um dormitório
- Box nos banheiros 
- Andar alto
- Mini mercado
- Academia
- Elevador

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim das Colinas, Urbanova, Vila Ema, Vila Adyanna, Jardim São Dimas, Jardim das Indústrias, Jardim Alvorada, Royal Park, Parque Residencial Aquarius, Chácara Serimbura, Altos da Serra, Jardim do Golfe, Alphaville, Residencial Mônaco, Residencial Monte Carlo, Floradas do Paratehy, Reserva do Paratehy, Sunset Park, Bosque Imperial, Jardim Apolo, Jardim Altos do Esplanada, Recanto da Serra, Eldorado, Moradas da Serra, Mont Serrat, Chácaras do Parayba, Altos da Serra Vl, Pontal da Serra, Portal da Serra, Residencial Jaguary, Piaget, Vernazza, Paesaggio, Pátio Condomínio Club, Esplanada Life, L`essence Jardim Aquarius, Central Park, Grand Club Vila Ema, Abruzzo, Privilege, Premiere Jardim Aquarius, Open View Aquarius entre outros da região.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 66533 atualizado em 10/08.",62,2,1,2,-23.2023485,-45.9096383
438,3,3,Jardim Vale do Sol, São José dos Campos,Avenida Feira de Santana,"Apartamento residencial para Venda!
Jardim Vale do Sol, São José dos Campos.

2 dormitórios sendo 1 suíte;
1 sala;
Cozinha ampla;
2 banheiros;
1 vaga;
70,00 m² útil;

Detalhes:
Móveis planejados;
Ar condicionado;
Cooktop indução;
Forno convicção;
Sacada;
Churrasqueira;
Pias e bancadas em Quartzo branco;
Iluminação em led embutida inteligente integrada com Alexa e Google Assistent;
Teto rebaixado em gesso;
Piso em porcelanato e laminado;

Detalhes do Condomínio:
Elevador;
Permitido animais;
Portaria;
Salão de festas;

Apartamento localizado perto de comércios, escola, padaria, mercados.

Não perca a chance de conhecer esse incrível imóvel!
Possui todo o conforto e segurança que você e sua família precisam! 

Agende sua Visita!
Wilson Souza
CRECI 111239-F


***está sujeito a alteração valores e disponibilidade***
Facilitamos a sua negociação, a parte burocrática é com a gente.

Fale conosco: -",70,2,1,2,-23.2563576,-45.9119822
