,Unnamed: 0.1,Unnamed: 0,neighborhood,city,street,description,area,rooms,parking,bathrooms,lat,lon
20,5,5,Cidade Morumbi, São José dos Campos,Rua Gisele Martins,"Apartamento 2 Domitórios no Jardim Cidade Morumbi S.J.Campos SP

- 56m² Área construída
- 2 Dormitórios
- Sala
- Cozinha
- 1 Banheiro
- Área de serviços
- 1 Vaga de garagem coberta

Diferenciais exclusivos:

- Cozinha planejada com cooktop
- Banheiro com box e armário
- Sala ampla

Lazer no condomínio:

- Piscina
- Salão de festas
- Quadra",56,2,1,1 - 2,-23.25223225,-45.89789004270463
21,6,6,Jardim América, São José dos Campos,,"Apartamento com móveis planejados na sala, na cozinha tipo americana e nos quartos.
Aceita financiamento!. ref. 56603 atualizado em 10/08.",75,3,2,1,,
22,7,7,Centro, São José dos Campos,,"Apartamento para Venda no bairro Centro, localizado na cidade de São José dos Campos / SP, situado na zona Centro. 
 
 Com 2 dormitórios, sendo 1 suíte, possui 2 banheiros, 1 vaga de garagem, localizado em condomínio. 
 
 Área Privativa de 60,00 m². 
 
 Valor do Imóvel R$ 355.000,00, IPTU R$ 80,00, Valor do Condomínio R$ 390,00. 
 
 Características: 1 Vaga coberta, Portaria 24h, Estacionamento para visitas, Estacionamento no subsolo. 
 
 Descrição da área privativa: Aquecedor a gás, Área de serviço, Armários em 01 quarto, Armários na área de serviço, Armários planejados na cozinha, 02 Banheiros, Box nos banheiros, Cozinha, Gabinete na cozinha, Gabinetes nos banheiros, Piso laminado, 02 Quartos sendo 01 suíte, Sala de estar, Sala de jantar, Varanda na sala. 
 
 Infraestrutura: 03 Elevadores. 
 
 Lazer Comum: Quadra, Salão de Festas, Salão de Jogos, Academia, Piscina Adulto, Piscina Infantil, Churrasqueira, Espaço Gourmet, Playground, Sauna, Brinquedoteca, Pergolado. 
 
",60,2,1,2,,
23,8,8,Jardim Oswaldo Cruz, São José dos Campos,Rua República de Israel,"O Attuale chegou para atualizar suas definições de residencial e oferecer a oportunidade de se conectar a um novo estilo de vida. Com design moderno e localização privilegiada, a 150m do CenterVale Shopping. A Reflora elaborou cada detalhe pra te oferecer exclusividade, conforto e qualidade de vida.

• Apartamentos de 2 ou 3 dormitórios com suíte.
• 56, 70 ou 73 m² de área privativa
• 1 ou 2 vagas de garagem
• Varanda Gourmet integrada a cozinha
• Hobby box privativo
• Ponto para ar condicionado tipo split
• Lazer Completo:
• Piscina climatizada
• Churrasqueira
• Praça com pomar
• Salão de festas
• Área Gourmet
• Brinquedoteca
• Salão de jogos
• Fitness
• Fitness externo
• Mini-quadra de esportes
• Playground
• Coworking
• Áreas comuns entregues decoradas*
• Pontos de Wifi nas áreas comuns do térreo**
* (conforme memorial)
** (estrutura para wifi conforme previsto em projeto).",56 - 73,2 - 3,1 - 2,2,-23.2008318,-45.8830378
24,9,9,Jardim Oriente, São José dos Campos,Rua Hondo,"Localizado no Jardim Oriente, umas das regiões mais valorizadas da Zona Sul, o Condomínio das Amoreiras tem todo o conforto, bem-estar e qualidade de vida que você precisa. Perto de tudo, possui fácil acesso as principais vias da cidade, a 5 minutos do Shopping Vale Sul ,comércio local. Como o Shopping Oriente, Hipermercado, padarias, Farmácias, Escolas, Posto de gasolina, Faculdade.
Venha viver em um empreendimento diferenciado, com excelente custo/benefício.

 Características
- 62m² Área útil
- 88,87m² Área construída

- 2 Dormitórios sendo uma suíte
- Cozinha com planejados
- 2 Banheiros box de vidro
- Área de serviços
- 2 Vagas de garagem

Diferenciais Exclusivos:

- Varanda
- Móveis planejados na cozinha
- Armário nos dormitórios
- Cooktop
- Coifa

Lazer no condomínio:

- Academia
- 2 Churrasqueiras carvão com quiosques
- Playground
- Área de Lazer
- Churrasqueira
- Salão de Festa
- Salão de Jogos

- Elevador
- Condomínio
- Portaria 24h
- Portão Eletrônico

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim Republica, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.",62,2,2,2,-23.2417591,-45.8945046
25,10,10,Jardim Ismênia, São José dos Campos,Rua Uberlândia,"Apartamento para venda com 2 quartos - 47m², Condomínio Max Club - no bairro Jardim Ismênia.

Apartamento com 02 dormitórios e com armários planejados, banheiro social, cozinha planejada, área de serviço e 01 vaga de garagem coberta.

Condomínio com sistema de segurança monitorado por câmeras, portaria 24 horas, elevador e lazer com: Piscina adulto e infantil, Solarium, Áreas de Churrasqueiras, Quadra poliesportiva, Salão de festas e Playground.

Excelente localização, próximo ao Hospital Municipal da Vila Industrial, comércios e serviços em geral e de fácil acesso às principais vias da cidade.

Aceita financiamento

Agende uma visita",47,2,1,1,-23.1758922,-45.8483612
26,11,11,Condomínio Recanto da Baronesa, São José dos Campos,Avenida Padre Benedito Luiz da Costa,"_ 2 e 3 dormitórios com suite com Varanda 
_ 1 ou 2 vagas
_ Entregue com Piso
_ ITBI e Registro Gratis 

Entrega para 2027
_ ENTRADA PARCELADA EM 30 VEZES

""""""Lançamento Altos da Baronesa Jd Portugal-ZONA SUL- São José dos Campos

O Altos da Baronesa conta uma Aquitetura Moderna e Sofisticada.

Localização proximo aos bairros mais famosos da zona sul como Jardim Satelite e Bosque dos Eucaliptos.
Proximo tambem a comercios, escolas, centro recreativos(SESI), farmacias e hospital.

Localização: Avenida Padre Benedito Luiz da Costa, 224 Avenida Doutor Milton Parodi, 27 Jardim Portugal - Recanto da Baronesa, São José dos Campos - SP, 12232-313 

Do Empreendimento: 

_ 2 dormitórios 55,37m² com suite e varanda
_ 3 dormitórios com 69m²,70m² e 71m² com suite e varanda
_ Varanda Goumert
_ Cozinha grande
_ Ponto de arcondicionado
_ 1 ou 2 vagas

Opções de Plantas de cobertura a partir de 110,61m² no valor inicial de R$ 659.900,00!!!

Lazer completo: 

_ Piscina Adulto e Infantil 
_ Salão de Festas
_ Briquedoteca
_ Academia 
_ Churrasqueira Externa.

Agende sua reunião comigo e faça sua simualção e pré aprovação com a caixa.
Valores fixo de acordo com a metragem(Independente do andar)

Cristian Silva
(12) 9 9 6 5 8 -0 2 1 1
CRECI 221357-F",69,3,2,2,,
27,12,12,Jardim Satélite, São José dos Campos,Rua Léa Maria Brandão Russo,"Oportunidade - Apartamento - Residencial Vivendas do Lago - Jardim Satélite - 2 Dormitórios - 46m².

O Residencial Vivendas do Lago está localizado no Jardim Satélite, possui fácil acesso as principais vias da cidade.

Conheça as características deste apartamento:

- 46m² Área útil
- 2 Dormitórios
- Sala
- Cozinha americana
- 1 Banheiro
- Área de serviços
- 1 Vaga de garagem coberta

Diferenciais Exclusivos:

- Vista livre para o Vidoca 
- Banheiro com gabinete, espelho e box blindex
- Cozinha com armários e pia com gabinete
- Sala com sacada

Lazer no Condomínio:

- Academia
- Churrasqueira e forno de pizza
- Mini quadra de futebol e basquete
- Sala fitness
- Salão de festas
- Salão de jogos
- Vaga para visitantes

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Cidade Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 11619 atualizado em 10/08.",46,2,1,1,-23.2324573,-45.8781391
28,13,13,Parque Residencial Flamboyant, São José dos Campos,,"Apartamento a venda - Zona Leste - São José dos Campos.

Detalhes:

- 02 dormitorios
- Sala de estar
- 01 banheiro
- Cozinha com bancada
- lavanderia

Ambientes com móveis planejados. (Incluso apenas os planejados). Condomínio com:
- Elevador
- Portaria 24hs
- Garagem para 1 carro
- 2 Churrasqueiras
- Piscina adulto e infantil
- Academia
- Salão de festas Adulto e infantil
- Lan house
- Salão de jogos
- Playground
- Quadra Poliesportiva
- Quadra de grama sintética
- Estacionamento interno para visitantes
- Bicicletário -",60,2,1,1,,
29,14,14,Vila Industrial, São José dos Campos,Rua Doutor Jamil Cury,"Apartamento fica na Vila Industrial, de fácil acesso.
- 55m²
- 2 dormitório
- sala 
- 1 suíte
- 2 elevadores
- área de lazer 
- 2 banheiros
- Varanda gourmet 110809",55,2,1,2,,
30,0,0,Parque Residencial Aquarius, São José dos Campos,Rua das Piabas,"Apartamento Pronto para Morar - Andar Alto, 68m²

Descrição do Imóvel:

Apresentamos este lindo apartamento pronto para morar, localizado em um andar alto, oferecendo conforto e uma excelente vista. Com 68 m² de área útil, este imóvel é ideal para quem busca praticidade e qualidade de vida.

Características do Imóvel:

- Área: 68 m²
- Dormitórios: 2 (sendo 1 suíte)
- Sala: 2 ambientes
- Varanda: Com fechamento em vidro, perfeita para momentos de relaxamento
- Cozinha: com armários.
- Banheiros: 2
- Área de Serviço: Funcional.
- Vaga de Garagem: 1 vaga coberta
- Piso: Porcelanato em todo o apartamento
- Armários Planejados: Na cozinha, quartos, banheiros e área de serviço

Destaques do Imóvel:

- Vista: Apartamento de frente com sol da manhã
- Andar Alto: Proporcionando uma vista privilegiada e maior privacidade

Infraestrutura do Prédio:

- Portaria e Segurança: 24 horas, garantindo tranquilidade e segurança
- Torre Única: Exclusividade e menor fluxo de pessoas

Lazer no Condomínio:

- Piscinas: Adulto e infantil
- Playground: Área segura para as crianças brincarem
- Espaço Gourmet: Perfeito para receber amigos e familiares
- Salão de Festas: Ideal para eventos e comemorações
- Salão de Jogos: Diversão garantida
- Academia: Espaço para exercícios e manutenção da saúde

Localização:

- Excelência: Próximo a praças, mercados e comércio em geral
- Acesso Fácil: Próximo à Rodovia Dutra, facilitando deslocamentos

Agende uma Visita:

Não perca a oportunidade de conhecer este excelente apartamento. Pronto para morar, com acabamento de qualidade e em uma localização privilegiada. Entre em contato agora mesmo e agende sua visita!

Contato:

Estamos à disposição para fornecer mais informações e auxiliá-lo na realização do sonho da casa própria. Agende sua visita hoje mesmo!",68,2,1,2,-23.2189526,-45.9097968
31,1,1,Jardim Oswaldo Cruz, São José dos Campos,Rua República de Israel,"O Attuale chegou para atualizar suas definições de residencial e oferecer a oportunidade de se conectar a um novo estilo de vida. Com design moderno e localização privilegiada, a 150m do CenterVale Shopping. A Reflora elaborou cada detalhe pra te oferecer exclusividade, conforto e qualidade de vida.

• Apartamentos de 2 ou 3 dormitórios com suíte.
• 56, 70 ou 73 m² de área privativa
• 1 ou 2 vagas de garagem
• Varanda Gourmet integrada a cozinha
• Hobby box privativo
• Ponto para ar condicionado tipo split
• Lazer Completo:
• Piscina climatizada
• Churrasqueira
• Praça com pomar
• Salão de festas
• Área Gourmet
• Brinquedoteca
• Salão de jogos
• Fitness
• Fitness externo
• Mini-quadra de esportes
• Playground
• Coworking
• Áreas comuns entregues decoradas*
• Pontos de Wifi nas áreas comuns do térreo**
* (conforme memorial)
** (estrutura para wifi conforme previsto em projeto).",56 - 73,2 - 3,1 - 2,2,-23.2008318,-45.8830378
32,2,2,Vila Sanches, São José dos Campos,,"Quer morar bem localizado, perto do Center Vale Shopping e ao lado das principais vias da cidade? Essa é a sua opção!
Apartamento com 99m², com 3 dormitórios sendo 2 suítes, armários nos dormitórios, banheiros, cozinha e sala e com muito lazer pra família. O condomínio conta com vaga de visitante, piscina, salão de festa, salão de jogos, quadra, churrasqueira, playground, entre outras áreas de lazer. Varanda com churrasqueira pra receber os amigos em casa e curtir na sua privacidade.

*Anúncio sujeito a alteração sem aviso prévio do seu proprietário no que diz respeito ao preço e disponibilidade, na data da consulta pelo interessado.

AP2959 URB -",99,3,2,3,,
33,3,3,Monte Castelo, São José dos Campos,Rua Vinte e Um de Abril,"LINDO APARTAMENTO
54 M² COM VARANDA 
-2 QUARTOS SENDO 1 SUÍTE 
-SALA AMPLA
-COZINHA AMERICANA

O CONDOMINIO POSSUI
- 2 ELEVADORES
-SALÃO DE FESTAS

PROXIMO:
-ESCOLAS
-TRANSPORTE PUBLICO
-HAVAN 
-ATACADÃO
-PRINCIPAIS VIAS DE ACESSO
-CENTRO DE COMERCIO
-FARMACIAS 
-CRECHES 
AGENDE UMA VISITA",54,2,1,1,-23.1417569,-45.7825794
34,4,4,Vila Zizinha, São José dos Campos,,"Apartamento a venda

Localizado em Santana, apartamento com 2 dormitórios, 1 vaga de garagem, sala, cozinha, área de serviço. Com armários. Área de lazer do condomínio com churrasqueiras, quadra, piscina e sauna.

Agende sua visita -",60,2,1,1,,
35,5,5,Condomínio Residencial Monaco, São José dos Campos,Rua Eduardo Bruni Casanova Pinto,"Apartamento à venda com 2 quartos, 52 m², venda com churrasqueira, lazer completo no Urbanova em São José Dos Campos.

- área de 52 m² (+12m² de garden);
- 2 Dormitórios sendo uma suíte e com guarda roupa de casal;
- Sala;
- Cozinha com gabinete e armário;
- Banheiro social (gabinetes - gaveta);
- Área de serviço;
- 1º Andar;
- 1 Vaga de garagem COBERTA, próximo ao elevador;
- Medição individual: água, energia elétrica e gás.
- Condomínio com portaria, segurança e permitido animais.

Diferenciais Exclusivos:

Cozinha americana integrada com sala de estar; área de serviço integrada com a cozinha; Pia de granito na cozinha e na sacada; banheiros com espelhos; piso porcelanato retificado na sala e cozinha, quartos com piso vinílico, infraestrutura para colocação de ar-condicionado (3 pontos - quartos e sala); e mais um Garden amplo de 12 m² com churrasqueira ecológica (a gás) e piso rústico. Espaço ideal para o seu pet e cultivo de plantas (apenas duas unidades possuem essa área privilegiada).

Lazer no Condomínio: Piscina adulto e infantil; Salão de festas; Espaço gourmet; Salão de jogos; Brinquedoteca; Espaço fitness; Home office; Redário; Horta orgânica; Sala de cinema; Churrasqueira.

Em frente ao condomínio, a Escola Serra & e Mar (berçário e educação infantil), e o Boulevard Vernon, uma área comercial projetada para atender quem reside no bairro, especialmente na região do Colinas do Paratehy.
Nas proximidades, diversas praças públicas e Clínica Médica. -",55,2,1,2,-23.1830847,-45.9514016
36,6,6,Jardim América, São José dos Campos,Avenida Guadalupe,"Oportunidade - Residencial Jardim América - Jardim América - 2 Dormitórios - 62m².

Conheça o Residencial Jardim América no Jardim América em São José dos Campos, uma oportunidade imperdível para viver com conforto e praticidade! Este charmoso apartamento de 62m² está estrategicamente localizado próximo a comércios, escolas, shoppings, supermercados, lojas de conveniência, além de ter fácil acesso às principais vias de acesso da cidade.

Conheça as características deste lindo apartamento:

- 62m² Área útil 
- 2 Dormitórios
- Sala ampla
- Cozinha
- 1 Banheiro
- Área de serviços
- 1 Vaga de garagem

Diferenciais Exclusivos:

- Apartamento reformado
- Armário na cozinha 
- Portaria 24h

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 68281 atualizado em 09/08.",62,2,1,1,-23.2319718,-45.8942925
37,7,7,Jardim Colonial, São José dos Campos,,"Apartamento / Edifício Monte Sinai / 2 Dormitórios / Jardim Imperial / 65m² / São José dos Campos.

RA AMIL Negócios Imobiliários vende:
Excelente apartamento no Edifício Monte Sinai, com cômodos amplos, ventilados e ótima iluminação solar.
O imóvel está localizado em uma região privilegiada de São José dos Campos, próximo a tudo, com ruas tranquilas e bem arborizadas.
Fácil acesso às principais vias de acesso da região.

02 Dormitórios
01 Sala
01 Cozinha
01 Banheiros
01 Lavanderia

Área de Lazer:

 Salão de festas com copa
 Espaço zen
 Salão de Jogos
 Playground
 Piscina Adulto e infantil
 Vestiários
 02 Churrasqueiras
 Horta
 Redario
 Praça das mães

Diferencial:

02 Elevadores
Vagas para visitantes carro/moto

Detalhes: Vista panorâmica, ponto de TV em todos os ambientes, pisos nas áreas frias, áreas comuns com iluminação em LED, portaria 24h.

O imóvel está localizado em uma região privilegiada de São José dos Campos, próximo a tudo, com ruas tranquilas e bem arborizadas.
Fácil acesso às principais vias de acesso da região.

RA Amil Negócios Imobiliários
Creci 40046-J

Agende sua visita !
Fale conosco: -",65,2,1,1,,
38,8,8,Jardim Fátima, São José dos Campos,Rua Ipiranga,"Casa de Campo, Piscina Adulto e Infantil, Churrasqueira, Salão Gourmet, Beach Arena, Salão de Festas, Salão de Jogos, Playground, Brinquedoteca, Fitness e muito mais",87,2,2,3,-23.2078926,-45.8966025
39,9,9,Vila Adyana, São José dos Campos,Rua Teopompo de Vasconcelos,"Apartamento com vista permanente para o Parque Vicentina Aranha, no coração da Vila Adyana.


- 1 dormitório
- 1 banheiro com hidromassagem
- Cozinha com vista
- Fechadura eletrônica
- 1 vaga coberta
- Portaria

Condomínio com elevador, piscina, salão de jogos e festas. Portaria 24h (com porteiro) -",49,1,1,1,-23.1968045,-45.8943248
40,10,10,Jardim Oriente, São José dos Campos,Rua das Chácaras,"O apartamento que você sempre quis, pertinho do Shopping Oriente, com varanda, piscina,
quadra, pista de caminhada, e muito mais lazer, com tudo que você sonhava.
Na região Sul de São José dos Campos, ao lado de dois excelentes colégios para acabar com a
correria de levar os filhos à escola, pertinho da futura Estação Shibata da Linha Verde, ponto de ônibus, acesso fácil as principais vias da cidade; tudo aqui é comodidade.
* Apartamentos de 2 dormitórios, com suíte
* Vaga de garagem no subsolo
* Hobby Box com 1,84m²
* Ponto de ar-condicionado na suíte
* Portas com sistema de vedação (borrachas)
* Persianas de enrolar nos dormitórios (maior luminosidade nos quartos)
* Lazer:
> Piscinas adulto e infantil
> Churrasqueiras
> Praça
> Salão de jogos adulto
> Salão de festas
> Brinquedoteca
> Pet space
> Miniquadra poliesportiva
> Espaço crossfit
> Pista de caminhada
> Pista de Bike Infantil
> Playground
> Fitness ao ar livre
> Fitness (academia)
> Salão de festas com espaço gourmet
> Gazebos - Espaço Luau
> Bicicletário
. ref. 13700 atualizado em 10/08.",50,2,1,1,-23.2421984,-45.8933765
